0,0,67
0,1,11
0,2,40
0,3,140
0,4,173
1,0,38
1,1,131
1,2,25
1,3,48
1,4,0
2,0,9
2,1,19
2,2,30
2,3,24
2,4,35
3,0,113
3,1,18
3,2,41
3,3,133
3,4,7
4,0,18
4,1,27
4,2,32
4,3,153
4,4,48
5,0,65
5,1,91
5,2,27
5,3,23
5,4,9
6,0,7
6,1,19
6,2,2
6,3,41
6,4,25
7,0,4
7,1,26
7,2,18
7,3,172
7,4,10
8,0,91
8,1,8
8,2,50
8,3,45
8,4,3
9,0,0
9,1,4
9,2,13
9,3,14
9,4,112
10,0,53
10,1,2
10,2,29
10,3,27
10,4,30
11,0,18
11,1,27
11,2,112
11,3,18
11,4,23
12,0,13
12,1,57
12,2,2
12,3,119
12,4,47
13,0,20
13,1,58
13,2,98
13,3,21
13,4,22
14,0,27
14,1,11
14,2,102
14,3,87
14,4,58
15,0,112
15,1,33
15,2,50
15,3,82
15,4,4
16,0,97
16,1,51
16,2,42
16,3,127
16,4,93
17,0,4
17,1,43
17,2,4
17,3,66
17,4,53
18,0,0
18,1,48
18,2,5
18,3,52
18,4,10
19,0,7
19,1,24
19,2,14
19,3,1
19,4,54
20,0,1
20,1,15
20,2,10
20,3,138
20,4,77
21,0,68
21,1,46
21,2,55
21,3,6
21,4,21
22,0,13
22,1,27
22,2,23
22,3,69
22,4,103
23,0,8
23,1,49
23,2,71
23,3,4
23,4,34
24,0,21
24,1,23
24,2,157
24,3,98
24,4,77
25,0,91
25,1,37
25,2,31
25,3,20
25,4,7
26,0,48
26,1,19
26,2,14
26,3,3
26,4,3
27,0,31
27,1,110
27,2,6
27,3,0
27,4,64
28,0,6
28,1,36
28,2,26
28,3,1
28,4,5
29,0,25
29,1,21
29,2,34
29,3,13
29,4,0
30,0,5
30,1,4
30,2,32
30,3,0
30,4,25
31,0,22
31,1,92
31,2,23
31,3,64
31,4,86
32,0,32
32,1,2
32,2,96
32,3,20
32,4,52
33,0,3
33,1,62
33,2,20
33,3,22
33,4,67
34,0,11
34,1,93
34,2,26
34,3,70
34,4,106
35,0,26
35,1,103
35,2,5
35,3,184
35,4,10
36,0,57
36,1,0
36,2,53
36,3,81
36,4,14
37,0,108
37,1,2
37,2,75
37,3,58
37,4,25
38,0,18
38,1,4
38,2,37
38,3,9
38,4,20
39,0,28
39,1,31
39,2,2
39,3,38
39,4,17
40,0,58
40,1,90
40,2,112
40,3,50
40,4,19
41,0,27
41,1,11
41,2,10
41,3,36
41,4,19
42,0,55
42,1,12
42,2,26
42,3,97
42,4,49
43,0,23
43,1,70
43,2,8
43,3,30
43,4,37
44,0,5
44,1,76
44,2,120
44,3,98
44,4,122
45,0,24
45,1,3
45,2,7
45,3,12
45,4,150
46,0,14
46,1,2
46,2,21
46,3,7
46,4,11
47,0,68
47,1,59
47,2,25
47,3,119
