0,0,17
0,1,2
0,2,0
1,0,27
1,1,11
1,2,39
2,0,7
2,1,3
2,2,10
3,0,8
3,1,26
3,2,1
4,0,13
4,1,1
4,2,1
5,0,0
5,1,14
5,2,1
6,0,1
6,1,10
6,2,3
7,0,4
7,1,7
7,2,0
8,0,1
8,1,6
8,2,7
9,0,0
9,1,1
9,2,3
10,0,19
10,1,6
10,2,1
11,0,10
11,1,7
11,2,11
12,0,1
12,1,4
12,2,5
13,0,9
13,1,3
13,2,15
14,0,7
14,1,9
14,2,10
15,0,2
15,1,28
15,2,9
16,0,6
16,1,2
16,2,1
17,0,11
17,1,1
17,2,17
18,0,9
18,1,18
18,2,9
19,0,3
19,1,5
19,2,2
20,0,9
20,1,16
20,2,26
21,0,21
21,1,4
21,2,1
22,0,7
22,1,6
22,2,8
23,0,11
23,1,19
23,2,23
24,0,12
24,1,5
24,2,13
25,0,0
25,1,3
25,2,19
26,0,10
26,1,8
26,2,2
27,0,23
27,1,1
27,2,13
28,0,13
28,1,1
28,2,6
29,0,0
29,1,13
29,2,0
30,0,1
30,1,0
30,2,4
31,0,10
31,1,10
31,2,18
32,0,2
32,1,6
32,2,19
33,0,7
33,1,14
33,2,1
34,0,3
34,1,13
34,2,19
35,0,3
35,1,1
35,2,1
36,0,5
36,1,0
36,2,13
37,0,2
37,1,7
37,2,7
38,0,8
38,1,4
38,2,22
39,0,3
39,1,9
39,2,4
40,0,3
40,1,2
40,2,4
41,0,7
41,1,1
41,2,5
42,0,26
42,1,2
42,2,3
43,0,0
43,1,11
43,2,20
44,0,3
44,1,4
44,2,7
45,0,8
45,1,4
45,2,0
46,0,13
46,1,14
46,2,8
47,0,2
47,1,9
47,2,8
48,0,11
48,1,1
48,2,0
49,0,1
49,1,2
49,2,22
50,0,1
50,1,2
50,2,3
51,0,1
51,1,3
51,2,6
52,0,11
52,1,18
52,2,6
53,0,3
53,1,11
53,2,5
54,0,16
54,1,34
54,2,4
55,0,0
55,1,7
55,2,10
56,0,23
56,1,21
56,2,14
57,0,15
57,1,21
57,2,4
58,0,15
58,1,11
58,2,1
59,0,13
59,1,13
59,2,16
60,0,8
60,1,1
60,2,0
61,0,10
61,1,22
61,2,4
62,0,20
62,1,5
62,2,13
63,0,0
63,1,0
63,2,3
64,0,2
64,1,4
64,2,6
65,0,15
65,1,4
65,2,3
66,0,14
66,1,26
66,2,10
67,0,4
67,1,2
67,2,5
68,0,7
68,1,25
68,2,10
69,0,0
69,1,10
69,2,18
70,0,4
70,1,0
70,2,17
71,0,7
71,1,4
71,2,6
72,0,2
72,1,2
72,2,6
73,0,3
73,1,6
73,2,3
74,0,2
74,1,14
74,2,2
75,0,4
75,1,6
75,2,3
76,0,3
76,1,2
76,2,10
77,0,6
77,1,4
77,2,9
78,0,11
78,1,15
78,2,3
79,0,0
79,1,13
79,2,2
80,0,9
80,1,9
80,2,11
81,0,9
