0,0,17
0,1,4
0,2,1
0,3,39
0,4,19
1,0,6
1,1,9
1,2,0
1,3,10
1,4,0
2,0,2
2,1,2
2,2,7
2,3,10
2,4,2
3,0,18
3,1,5
3,2,6
3,3,16
3,4,5
4,0,3
4,1,2
4,2,7
4,3,33
4,4,3
5,0,3
5,1,18
5,2,2
5,3,2
5,4,0
6,0,10
6,1,2
6,2,1
6,3,21
6,4,19
7,0,10
7,1,2
7,2,1
7,3,14
7,4,5
8,0,5
8,1,18
8,2,8
8,3,12
8,4,4
9,0,0
9,1,5
9,2,8
9,3,2
9,4,25
10,0,1
10,1,2
10,2,2
10,3,12
10,4,4
11,0,16
11,1,7
11,2,18
11,3,2
11,4,1
12,0,1
12,1,19
12,2,18
12,3,25
12,4,6
13,0,1
13,1,17
13,2,11
13,3,3
13,4,12
14,0,9
14,1,18
14,2,15
14,3,9
14,4,9
15,0,22
15,1,3
15,2,10
15,3,17
15,4,0
16,0,14
16,1,7
16,2,13
16,3,19
16,4,24
17,0,7
17,1,9
17,2,1
17,3,8
17,4,3
18,0,0
18,1,8
18,2,1
18,3,9
18,4,6
19,0,2
19,1,2
19,2,8
19,3,6
19,4,32
20,0,14
20,1,0
20,2,0
20,3,3
20,4,15
21,0,14
21,1,5
21,2,1
21,3,13
21,4,5
22,0,6
22,1,1
22,2,6
22,3,9
22,4,6
23,0,16
23,1,2
23,2,6
23,3,9
23,4,3
24,0,6
24,1,1
24,2,6
24,3,33
24,4,5
25,0,4
25,1,17
25,2,1
25,3,2
25,4,2
26,0,9
26,1,8
26,2,5
26,3,7
26,4,3
27,0,7
27,1,3
27,2,6
27,3,0
27,4,0
28,0,4
28,1,12
28,2,5
28,3,7
28,4,1
29,0,1
29,1,28
29,2,13
29,3,8
29,4,2
30,0,0
30,1,5
30,2,0
30,3,13
30,4,0
31,0,22
31,1,5
31,2,15
31,3,3
31,4,4
32,0,7
32,1,10
32,2,18
32,3,20
32,4,2
33,0,3
33,1,0
33,2,6
33,3,3
33,4,13
34,0,20
34,1,19
34,2,13
34,3,2
34,4,11
35,0,21
35,1,2
35,2,20
35,3,1
35,4,19
36,0,1
36,1,8
36,2,0
36,3,8
36,4,22
37,0,21
37,1,23
37,2,1
37,3,10
37,4,3
38,0,2
38,1,3
38,2,1
38,3,6
38,4,6
39,0,6
39,1,2
39,2,17
39,3,9
39,4,10
40,0,10
40,1,6
40,2,2
40,3,25
40,4,12
41,0,9
41,1,1
41,2,1
41,3,2
41,4,7
42,0,10
42,1,2
42,2,14
42,3,5
42,4,2
43,0,14
43,1,15
43,2,3
43,3,9
43,4,5
44,0,5
44,1,2
44,2,0
44,3,16
44,4,7
45,0,5
45,1,23
45,2,1
45,3,0
45,4,0
46,0,16
46,1,27
46,2,4
46,3,1
46,4,17
47,0,15
47,1,1
47,2,3
47,3,5
47,4,11
48,0,7
48,1,8
48,2,4
48,3,13
48,4,11
49,0,2
49,1,19
49,2,6
49,3,11
49,4,1
50,0,1
50,1,1
50,2,3
50,3,0
50,4,13
51,0,9
51,1,12
51,2,2
51,3,1
51,4,0
52,0,3
52,1,13
52,2,9
52,3,17
52,4,1
53,0,0
53,1,7
53,2,10
53,3,8
53,4,7
54,0,52
54,1,15
54,2,15
54,3,7
54,4,18
55,0,18
55,1,1
55,2,5
55,3,17
55,4,5
56,0,8
56,1,7
56,2,6
56,3,17
56,4,3
57,0,14
57,1,25
57,2,1
57,3,6
57,4,2
58,0,6
58,1,2
58,2,0
58,3,0
58,4,14
59,0,11
59,1,6
59,2,2
59,3,12
59,4,7
60,0,10
60,1,3
60,2,3
60,3,21
60,4,1
61,0,0
61,1,3
61,2,2
61,3,13
61,4,16
62,0,8
62,1,0
62,2,43
62,3,2
62,4,2
63,0,5
63,1,19
63,2,0
63,3,4
63,4,8
64,0,6
64,1,1
64,2,0
64,3,24
64,4,5
65,0,6
65,1,29
65,2,3
65,3,1
65,4,6
66,0,9
66,1,16
66,2,1
66,3,12
66,4,21
67,0,17
67,1,2
67,2,3
67,3,5
67,4,7
68,0,7
68,1,17
68,2,9
68,3,12
68,4,12
69,0,3
69,1,7
69,2,14
69,3,15
69,4,0
70,0,3
70,1,5
70,2,1
70,3,1
70,4,1
71,0,13
71,1,7
71,2,9
71,3,3
71,4,3
72,0,7
72,1,8
72,2,6
72,3,2
72,4,2
73,0,1
73,1,8
73,2,16
73,3,0
73,4,2
74,0,19
74,1,9
74,2,12
74,3,1
74,4,16
75,0,4
75,1,1
75,2,5
75,3,4
75,4,1
76,0,1
76,1,3
76,2,6
76,3,23
76,4,31
77,0,19
77,1,4
77,2,3
77,3,14
77,4,6
78,0,2
78,1,5
78,2,1
78,3,8
78,4,17
79,0,1
79,1,1
79,2,5
79,3,0
79,4,9
80,0,6
80,1,6
80,2,1
80,3,4
80,4,9
81,0,20
81,1,6
81,2,0
81,3,7
81,4,25
82,0,1
82,1,0
82,2,15
82,3,0
82,4,5
83,0,18
83,1,4
83,2,2
83,3,14
83,4,10
84,0,9
84,1,4
84,2,4
84,3,3
84,4,0
85,0,4
85,1,5
85,2,0
85,3,1
85,4,4
86,0,1
86,1,30
86,2,3
86,3,15
86,4,9
87,0,20
87,1,0
87,2,4
87,3,11
87,4,7
88,0,3
88,1,10
88,2,6
88,3,6
88,4,11
89,0,1
89,1,10
89,2,5
89,3,1
89,4,13
90,0,2
90,1,18
90,2,2
90,3,5
90,4,8
91,0,19
91,1,3
91,2,18
91,3,8
91,4,1
92,0,8
92,1,21
92,2,8
92,3,9
92,4,7
93,0,1
93,1,8
93,2,6
93,3,1
93,4,9
94,0,27
94,1,0
94,2,7
94,3,12
94,4,8
95,0,23
95,1,4
95,2,14
95,3,21
95,4,4
96,0,16
96,1,14
96,2,6
96,3,17
96,4,14
97,0,15
97,1,12
97,2,1
97,3,10
97,4,1
98,0,0
98,1,8
98,2,1
98,3,5
98,4,12
99,0,5
99,1,2
99,2,9
99,3,14
99,4,20
0,0,11
0,1,5
0,2,3
0,3,43
0,4,15
1,0,5
1,1,9
1,2,0
1,3,9
1,4,0
2,0,3
2,1,1
2,2,3
2,3,11
2,4,3
3,0,17
3,1,6
3,2,5
3,3,21
3,4,19
4,0,2
4,1,1
4,2,6
4,3,34
4,4,2
5,0,4
5,1,15
5,2,2
5,3,2
5,4,0
6,0,10
6,1,3
6,2,1
6,3,13
6,4,11
7,0,15
7,1,2
7,2,1
7,3,14
7,4,5
8,0,6
8,1,17
8,2,8
8,3,10
8,4,5
9,0,0
9,1,6
9,2,14
9,3,2
9,4,18
10,0,1
10,1,3
10,2,3
10,3,6
10,4,4
11,0,22
11,1,4
11,2,17
11,3,4
11,4,2
12,0,1
12,1,12
12,2,24
12,3,29
12,4,11
13,0,1
13,1,14
13,2,9
13,3,7
13,4,21
14,0,7
14,1,13
14,2,23
14,3,18
14,4,8
15,0,38
15,1,2
15,2,14
15,3,17
15,4,0
16,0,16
16,1,8
16,2,10
16,3,11
16,4,23
17,0,5
17,1,8
17,2,1
17,3,6
17,4,6
18,0,0
18,1,11
18,2,1
18,3,6
18,4,9
19,0,3
19,1,2
19,2,4
19,3,13
19,4,18
20,0,14
20,1,0
20,2,0
20,3,2
20,4,14
21,0,20
21,1,4
21,2,2
21,3,16
21,4,3
22,0,5
22,1,1
22,2,7
22,3,8
22,4,8
23,0,13
23,1,2
23,2,9
23,3,9
23,4,3
24,0,2
24,1,1
24,2,11
24,3,31
24,4,7
25,0,4
25,1,23
25,2,1
25,3,3
25,4,3
26,0,31
26,1,4
26,2,3
26,3,6
26,4,4
27,0,9
27,1,3
27,2,5
27,3,0
27,4,0
28,0,5
28,1,10
28,2,8
28,3,7
28,4,1
29,0,1
29,1,16
29,2,16
29,3,5
29,4,2
30,0,0
30,1,4
30,2,0
30,3,12
30,4,0
31,0,21
31,1,4
31,2,32
31,3,3
31,4,2
32,0,8
32,1,7
32,2,15
32,3,11
32,4,2
33,0,3
33,1,0
33,2,9
33,3,5
33,4,14
34,0,17
34,1,11
34,2,15
34,3,2
34,4,9
35,0,17
35,1,2
35,2,22
35,3,1
35,4,12
36,0,1
36,1,6
36,2,0
36,3,15
36,4,27
37,0,21
37,1,23
37,2,1
37,3,14
37,4,3
38,0,2
38,1,6
38,2,1
38,3,7
38,4,7
39,0,5
39,1,2
39,2,13
39,3,23
39,4,13
40,0,13
40,1,6
40,2,3
40,3,25
40,4,7
41,0,14
41,1,2
41,2,1
41,3,2
41,4,10
42,0,9
42,1,2
42,2,20
42,3,8
42,4,4
43,0,7
43,1,18
43,2,3
43,3,4
43,4,5
44,0,6
44,1,3
44,2,0
44,3,28
44,4,7
45,0,6
45,1,22
45,2,1
45,3,0
45,4,0
46,0,23
46,1,25
46,2,4
46,3,1
46,4,17
47,0,34
47,1,1
47,2,2
47,3,6
47,4,7
48,0,6
48,1,12
48,2,2
48,3,10
48,4,6
49,0,2
49,1,23
49,2,8
49,3,11
49,4,1
50,0,1
50,1,1
50,2,2
50,3,0
50,4,17
51,0,9
51,1,8
51,2,3
51,3,1
51,4,0
52,0,4
52,1,10
52,2,10
52,3,41
52,4,1
53,0,0
53,1,7
53,2,10
53,3,8
53,4,7
54,0,30
54,1,16
54,2,24
54,3,6
54,4,18
55,0,20
55,1,1
55,2,4
55,3,19
55,4,5
56,0,6
56,1,17
56,2,4
56,3,16
56,4,4
57,0,20
57,1,18
57,2,1
57,3,7
57,4,2
58,0,4
58,1,2
58,2,0
58,3,0
58,4,11
59,0,14
59,1,5
59,2,2
59,3,13
59,4,7
60,0,10
60,1,2
60,2,3
60,3,27
60,4,1
61,0,0
61,1,3
61,2,1
61,3,12
61,4,9
62,0,11
62,1,0
62,2,39
62,3,2
62,4,2
63,0,6
63,1,13
63,2,0
63,3,4
63,4,12
64,0,4
64,1,1
64,2,0
64,3,32
64,4,7
65,0,4
65,1,12
65,2,3
65,3,1
65,4,4
66,0,5
66,1,12
66,2,2
66,3,10
66,4,18
67,0,24
67,1,4
67,2,2
67,3,4
67,4,7
68,0,6
68,1,15
68,2,7
68,3,7
68,4,6
69,0,3
