0,0,16
0,1,63
0,2,16
0,3,384
0,4,164
1,0,23
1,1,44
1,2,4
1,3,75
1,4,2
2,0,22
2,1,64
2,2,32
2,3,17
2,4,15
3,0,44
3,1,30
3,2,185
3,3,116
3,4,62
4,0,21
4,1,31
4,2,3
4,3,177
4,4,119
5,0,17
5,1,134
5,2,68
5,3,13
5,4,0
6,0,58
6,1,34
6,2,11
6,3,41
6,4,16
7,0,16
7,1,188
7,2,9
7,3,58
7,4,2
8,0,69
8,1,159
8,2,141
8,3,155
8,4,30
9,0,2
9,1,3
9,2,160
9,3,26
9,4,135
10,0,79
10,1,17
10,2,54
10,3,173
10,4,45
11,0,182
11,1,111
11,2,90
11,3,1
11,4,71
12,0,24
12,1,198
12,2,129
12,3,139
12,4,172
13,0,64
13,1,225
13,2,216
13,3,29
13,4,96
14,0,56
14,1,163
14,2,97
14,3,113
14,4,124
15,0,12
15,1,294
15,2,130
15,3,51
15,4,5
16,0,30
16,1,58
16,2,254
16,3,83
16,4,54
17,0,47
17,1,45
17,2,34
17,3,70
17,4,13
18,0,0
18,1,140
18,2,61
18,3,225
18,4,150
19,0,11
19,1,3
19,2,21
19,3,52
19,4,39
20,0,12
20,1,10
20,2,5
20,3,28
20,4,130
21,0,47
21,1,23
21,2,7
21,3,87
21,4,36
22,0,55
22,1,42
22,2,29
22,3,16
22,4,29
23,0,40
23,1,14
23,2,216
23,3,63
23,4,40
24,0,39
24,1,24
24,2,2
24,3,184
24,4,245
25,0,21
25,1,134
25,2,90
25,3,17
25,4,1
26,0,55
26,1,89
26,2,83
26,3,14
26,4,2
27,0,12
27,1,224
27,2,55
27,3,2
27,4,0
28,0,49
28,1,111
28,2,101
28,3,89
28,4,11
29,0,69
29,1,16
29,2,258
29,3,63
29,4,16
30,0,0
30,1,46
30,2,8
30,3,201
30,4,1
31,0,243
31,1,91
31,2,74
31,3,1
31,4,188
32,0,168
32,1,111
32,2,131
32,3,112
32,4,73
33,0,162
33,1,14
33,2,137
33,3,27
33,4,99
34,0,136
34,1,165
34,2,88
34,3,34
34,4,147
35,0,11
35,1,220
35,2,266
35,3,3
35,4,298
36,0,3
36,1,63
36,2,0
36,3,35
36,4,47
37,0,147
37,1,112
37,2,20
37,3,80
37,4,13
38,0,71
38,1,53
38,2,46
38,3,158
38,4,135
39,0,35
39,1,3
39,2,46
39,3,66
39,4,13
40,0,8
40,1,93
40,2,24
40,3,249
40,4,107
41,0,31
41,1,7
41,2,4
41,3,17
41,4,55
42,0,95
42,1,63
42,2,59
42,3,9
42,4,11
43,0,38
43,1,80
43,2,107
43,3,62
43,4,67
44,0,34
44,1,43
44,2,0
44,3,89
44,4,298
45,0,27
45,1,180
45,2,58
45,3,1
45,4,0
46,0,94
46,1,275
46,2,64
46,3,2
46,4,14
47,0,26
47,1,80
47,2,33
47,3,20
47,4,6
48,0,90
48,1,74
48,2,79
48,3,158
48,4,91
49,0,117
49,1,11
49,2,119
49,3,85
49,4,3
50,0,87
50,1,15
50,2,59
50,3,2
50,4,130
51,0,106
51,1,178
51,2,11
51,3,0
51,4,37
52,0,63
52,1,133
52,2,65
52,3,97
52,4,40
53,0,36
53,1,98
53,2,205
53,3,75
53,4,53
54,0,346
54,1,132
54,2,98
54,3,83
54,4,228
55,0,8
55,1,126
55,2,83
55,3,50
55,4,80
56,0,17
56,1,55
56,2,140
56,3,70
56,4,7
57,0,98
57,1,118
57,2,32
57,3,54
57,4,13
58,0,223
58,1,44
58,2,27
58,3,20
58,4,341
59,0,61
59,1,9
59,2,7
59,3,94
59,4,8
60,0,9
60,1,51
60,2,36
60,3,203
60,4,7
61,0,1
61,1,16
61,2,8
