0,0,16
0,1,39
0,2,4
1,0,25
1,1,40
1,2,59
2,0,39
2,1,57
2,2,16
3,0,4
3,1,60
3,2,33
4,0,30
4,1,8
4,2,4
5,0,0
5,1,6
5,2,31
6,0,1
6,1,41
6,2,6
7,0,34
7,1,36
7,2,0
8,0,15
8,1,18
8,2,10
9,0,4
9,1,3
9,2,28
10,0,31
10,1,8
10,2,11
11,0,36
11,1,18
11,2,9
12,0,7
12,1,26
12,2,20
13,0,11
13,1,32
13,2,33
14,0,19
14,1,29
14,2,23
15,0,7
15,1,76
15,2,31
16,0,22
16,1,3
16,2,15
17,0,9
17,1,12
17,2,63
18,0,29
18,1,9
18,2,9
19,0,3
19,1,20
19,2,35
20,0,26
20,1,37
20,2,66
21,0,41
21,1,9
21,2,15
22,0,2
22,1,15
22,2,17
23,0,12
23,1,21
23,2,40
24,0,42
24,1,4
24,2,16
25,0,0
25,1,41
25,2,50
26,0,10
26,1,25
26,2,17
27,0,66
27,1,3
27,2,24
28,0,10
28,1,1
28,2,5
29,0,5
29,1,66
29,2,0
30,0,2
30,1,0
30,2,25
31,0,58
31,1,39
31,2,3
32,0,33
32,1,26
32,2,58
33,0,9
33,1,2
33,2,15
34,0,19
34,1,47
34,2,2
35,0,15
35,1,2
35,2,15
36,0,65
36,1,1
36,2,36
37,0,26
37,1,16
37,2,13
38,0,19
38,1,38
38,2,8
39,0,73
39,1,16
39,2,8
40,0,27
40,1,38
40,2,6
41,0,24
41,1,63
41,2,29
42,0,7
42,1,7
42,2,82
43,0,5
43,1,56
43,2,8
44,0,36
44,1,5
44,2,66
45,0,32
45,1,12
45,2,0
46,0,21
46,1,6
46,2,3
47,0,6
47,1,76
47,2,66
48,0,54
48,1,5
48,2,19
49,0,16
49,1,15
49,2,22
50,0,12
50,1,21
50,2,43
51,0,12
51,1,64
51,2,4
52,0,9
52,1,46
52,2,7
53,0,0
53,1,31
53,2,58
54,0,17
54,1,32
54,2,18
55,0,7
55,1,8
55,2,54
56,0,13
56,1,17
56,2,5
57,0,13
57,1,20
57,2,7
58,0,19
58,1,16
58,2,39
59,0,25
59,1,15
59,2,4
60,0,16
60,1,27
60,2,17
61,0,17
61,1,18
61,2,7
62,0,26
62,1,5
62,2,44
63,0,17
63,1,67
63,2,5
64,0,25
64,1,28
64,2,29
65,0,9
65,1,1
65,2,3
66,0,6
66,1,28
66,2,14
67,0,1
67,1,38
67,2,4
68,0,10
68,1,3
68,2,11
69,0,21
69,1,22
