0,0,21
0,1,13
0,2,17
0,3,75
0,4,81
1,0,1
1,1,16
1,2,6
1,3,24
1,4,0
2,0,4
2,1,28
2,2,17
2,3,47
2,4,6
3,0,47
3,1,1
3,2,31
3,3,46
3,4,6
4,0,7
4,1,27
4,2,72
4,3,10
4,4,7
5,0,25
5,1,28
5,2,22
5,3,13
5,4,9
6,0,38
6,1,8
6,2,2
6,3,41
6,4,22
7,0,7
7,1,18
7,2,7
7,3,104
7,4,7
8,0,9
8,1,14
8,2,13
8,3,45
8,4,13
9,0,0
9,1,16
9,2,58
9,3,20
9,4,40
10,0,12
10,1,2
10,2,29
10,3,40
10,4,1
11,0,16
11,1,11
11,2,39
11,3,15
11,4,4
12,0,3
12,1,46
12,2,20
12,3,23
12,4,39
13,0,23
13,1,69
13,2,91
13,3,2
13,4,8
14,0,12
14,1,47
14,2,17
14,3,19
14,4,34
15,0,29
15,1,43
15,2,5
15,3,50
15,4,0
16,0,72
16,1,15
16,2,34
16,3,17
16,4,100
17,0,39
17,1,27
17,2,4
17,3,21
17,4,4
18,0,0
18,1,5
18,2,26
18,3,82
18,4,30
19,0,3
19,1,12
19,2,8
19,3,6
19,4,55
20,0,17
20,1,2
20,2,6
20,3,5
20,4,64
21,0,4
21,1,8
21,2,12
21,3,28
21,4,8
22,0,9
22,1,19
22,2,15
22,3,45
22,4,11
23,0,43
23,1,0
23,2,36
23,3,25
23,4,4
24,0,13
24,1,21
24,2,50
24,3,10
24,4,15
25,0,30
25,1,28
25,2,30
25,3,17
25,4,19
26,0,36
26,1,21
26,2,15
26,3,14
26,4,3
27,0,5
27,1,22
27,2,47
27,3,3
27,4,0
28,0,6
28,1,10
28,2,9
28,3,26
28,4,5
29,0,1
29,1,86
29,2,94
29,3,47
29,4,4
30,0,0
30,1,6
30,2,4
30,3,46
30,4,0
31,0,22
31,1,8
31,2,33
31,3,20
31,4,11
32,0,22
32,1,25
32,2,20
32,3,17
32,4,16
33,0,59
33,1,4
33,2,57
33,3,2
33,4,7
34,0,31
34,1,47
34,2,14
34,3,5
34,4,40
35,0,28
35,1,32
35,2,10
35,3,3
35,4,19
36,0,7
36,1,16
36,2,0
36,3,7
36,4,87
37,0,119
37,1,66
37,2,2
37,3,24
37,4,4
38,0,1
38,1,2
38,2,20
38,3,58
38,4,27
39,0,9
39,1,13
39,2,18
39,3,8
39,4,18
40,0,12
40,1,19
40,2,25
40,3,48
40,4,53
41,0,3
41,1,2
41,2,7
41,3,5
41,4,12
42,0,16
42,1,28
42,2,31
42,3,25
42,4,4
43,0,39
43,1,4
43,2,18
43,3,25
43,4,7
44,0,12
44,1,37
44,2,11
44,3,5
44,4,18
45,0,38
45,1,38
45,2,19
45,3,1
45,4,6
46,0,62
46,1,67
46,2,12
46,3,2
46,4,18
47,0,12
47,1,7
47,2,29
47,3,36
47,4,17
48,0,12
48,1,7
48,2,7
48,3,46
48,4,43
49,0,2
49,1,57
49,2,43
49,3,64
49,4,1
50,0,13
50,1,1
50,2,31
50,3,0
50,4,3
51,0,9
51,1,18
51,2,5
51,3,12
51,4,1
52,0,8
52,1,30
52,2,10
